file,status,match_count,generated_at,publish_modes,pmf_failures,1x2_failures,missing_fields,warnings
2026-06-11.json,WARNINGS,2,2026-07-05T17:42:26Z,market_reconciled,,,,PRE-FIX HISTORICAL DATA: match 2: circular edge — market=0-0 value_flag=True on market_reconciled PMF
2026-06-12.json,WARNINGS,2,2026-06-13T16:03:23Z,market_reconciled,,,,PRE-FIX HISTORICAL DATA: match 3: circular edge — market=0-0 value_flag=True on market_reconciled PMF | PRE-FIX HISTORICAL DATA: match 4: circular edge — market=0-0 value_flag=True on market_reconciled PMF
2026-06-13.json,WARNINGS,2,2026-06-14T04:40:01Z,market_reconciled,,,,PRE-FIX HISTORICAL DATA: match 6: circular edge — market=over_2_5 value_flag=True on market_reconciled PMF
2026-06-14.json,WARNINGS,5,2026-06-15T01:20:09Z,market_reconciled,,,,PRE-FIX HISTORICAL DATA: match 10: circular edge — market=0-0 value_flag=True on market_reconciled PMF | PRE-FIX HISTORICAL DATA: match 9: circular edge — market=2-1 value_flag=True on market_reconciled PMF | PRE-FIX HISTORICAL DATA: match 9: circular edge — market=3-1 value_flag=True on market_reconciled PMF | PRE-FIX HISTORICAL DATA: match 9: circular edge — market=1-0 value_flag=True on market_reconciled PMF | PRE-FIX HISTORICAL DATA: match 9: circular edge — market=3-0 value_flag=True on market_reconciled PMF | PRE-FIX HISTORICAL DATA: match 8: circular edge — market=over_2_5 value_flag=True on market_reconciled PMF
2026-06-15.json,PASS,4,2026-06-16T02:29:34Z,market_reconciled,,,,
2026-06-16.json,WARNINGS,3,2026-06-17T00:07:33Z,market_reconciled,,,,PRE-FIX HISTORICAL DATA: match 18: circular edge — market=0-1 value_flag=True on market_reconciled PMF | PRE-FIX HISTORICAL DATA: match 18: circular edge — market=0-2 value_flag=True on market_reconciled PMF
2026-06-17.json,WARNINGS,5,2026-06-17T23:14:19Z,market_reconciled,,,,PRE-FIX HISTORICAL DATA: match 23: circular edge — market=0-0 value_flag=True on market_reconciled PMF | PRE-FIX HISTORICAL DATA: match 21: circular edge — market=2-0 value_flag=True on market_reconciled PMF
2026-06-18.json,WARNINGS,4,2026-06-18T23:56:35Z,market_reconciled,,,,PRE-FIX HISTORICAL DATA: match 28: circular edge — market=0-0 value_flag=True on market_reconciled PMF | PRE-FIX HISTORICAL DATA: match 27: circular edge — market=1-0 value_flag=True on market_reconciled PMF | PRE-FIX HISTORICAL DATA: match 27: circular edge — market=2-0 value_flag=True on market_reconciled PMF | PRE-FIX HISTORICAL DATA: match 25: circular edge — market=0-0 value_flag=True on market_reconciled PMF
2026-06-19.json,WARNINGS,4,2026-06-20T02:19:27Z,market_reconciled,,,,PRE-FIX HISTORICAL DATA: match 31: circular edge — market=2-1 value_flag=True on market_reconciled PMF | PRE-FIX HISTORICAL DATA: match 31: circular edge — market=1-0 value_flag=True on market_reconciled PMF | PRE-FIX HISTORICAL DATA: match 31: circular edge — market=1-1 value_flag=True on market_reconciled PMF | PRE-FIX HISTORICAL DATA: match 31: circular edge — market=2-0 value_flag=True on market_reconciled PMF | PRE-FIX HISTORICAL DATA: match 29: circular edge — market=2-1 value_flag=True on market_reconciled PMF | PRE-FIX HISTORICAL DATA: match 29: circular edge — market=1-0 value_flag=True on market_reconciled PMF | PRE-FIX HISTORICAL DATA: match 29: circular edge — market=1-1 value_flag=True on market_reconciled PMF | PRE-FIX HISTORICAL DATA: match 30: circular edge — market=0-0 value_flag=True on market_reconciled PMF
2026-06-20.json,WARNINGS,3,2026-06-21T01:37:38Z,market_reconciled,,,,PRE-FIX HISTORICAL DATA: match 34: circular edge — market=0-0 value_flag=True on market_reconciled PMF | PRE-FIX HISTORICAL DATA: match 34: circular edge — market=2-0 value_flag=True on market_reconciled PMF | PRE-FIX HISTORICAL DATA: match 34: circular edge — market=1-0 value_flag=True on market_reconciled PMF | PRE-FIX HISTORICAL DATA: match 33: circular edge — market=0-0 value_flag=True on market_reconciled PMF
2026-06-21.json,WARNINGS,5,2026-06-22T00:00:02Z,market_reconciled,,,,PRE-FIX HISTORICAL DATA: match 40: circular edge — market=0-0 value_flag=True on market_reconciled PMF | PRE-FIX HISTORICAL DATA: match 40: circular edge — market=0-1 value_flag=True on market_reconciled PMF | PRE-FIX HISTORICAL DATA: match 37: circular edge — market=2-1 value_flag=True on market_reconciled PMF | PRE-FIX HISTORICAL DATA: match 37: circular edge — market=3-1 value_flag=True on market_reconciled PMF | PRE-FIX HISTORICAL DATA: match 37: circular edge — market=1-1 value_flag=True on market_reconciled PMF | PRE-FIX HISTORICAL DATA: match 37: circular edge — market=1-0 value_flag=True on market_reconciled PMF | PRE-FIX HISTORICAL DATA: match 37: circular edge — market=2-0 value_flag=True on market_reconciled PMF
2026-06-22.json,WARNINGS,4,2026-06-23T04:53:20Z,market_reconciled,,,,PRE-FIX HISTORICAL DATA: match 44: circular edge — market=0-0 value_flag=True on market_reconciled PMF | PRE-FIX HISTORICAL DATA: match 43: circular edge — market=0-0 value_flag=True on market_reconciled PMF
2026-06-23.json,WARNINGS,4,2026-06-24T03:51:40Z,market_reconciled,,,,PRE-FIX HISTORICAL DATA: match 46: circular edge — market=1-0 value_flag=True on market_reconciled PMF | PRE-FIX HISTORICAL DATA: match 46: circular edge — market=2-0 value_flag=True on market_reconciled PMF | PRE-FIX HISTORICAL DATA: match 47: circular edge — market=0-0 value_flag=True on market_reconciled PMF | PRE-FIX HISTORICAL DATA: match 47: circular edge — market=0-2 value_flag=True on market_reconciled PMF | PRE-FIX HISTORICAL DATA: match 45: circular edge — market=3-1 value_flag=True on market_reconciled PMF | PRE-FIX HISTORICAL DATA: match 45: circular edge — market=1-0 value_flag=True on market_reconciled PMF | PRE-FIX HISTORICAL DATA: match 45: circular edge — market=2-0 value_flag=True on market_reconciled PMF
2026-06-24.json,WARNINGS,6,2026-06-24T23:55:43Z,market_reconciled,,,,PRE-FIX HISTORICAL DATA: match 52: circular edge — market=1-0 value_flag=True on market_reconciled PMF | PRE-FIX HISTORICAL DATA: match 52: circular edge — market=2-0 value_flag=True on market_reconciled PMF | PRE-FIX HISTORICAL DATA: match 53: circular edge — market=1-2 value_flag=True on market_reconciled PMF | PRE-FIX HISTORICAL DATA: match 53: circular edge — market=0-1 value_flag=True on market_reconciled PMF | PRE-FIX HISTORICAL DATA: match 53: circular edge — market=1-1 value_flag=True on market_reconciled PMF | PRE-FIX HISTORICAL DATA: match 49: circular edge — market=0-0 value_flag=True on market_reconciled PMF | PRE-FIX HISTORICAL DATA: match 50: circular edge — market=0-0 value_flag=True on market_reconciled PMF | PRE-FIX HISTORICAL DATA: match 50: circular edge — market=1-0 value_flag=True on market_reconciled PMF | PRE-FIX HISTORICAL DATA: match 50: circular edge — market=2-0 value_flag=True on market_reconciled PMF
2026-06-25.json,WARNINGS,6,2026-06-26T00:55:47Z,market_reconciled,,,,PRE-FIX HISTORICAL DATA: match 60: circular edge — market=0-0 value_flag=True on market_reconciled PMF | PRE-FIX HISTORICAL DATA: match 60: circular edge — market=1-0 value_flag=True on market_reconciled PMF | PRE-FIX HISTORICAL DATA: match 60: circular edge — market=0-1 value_flag=True on market_reconciled PMF | PRE-FIX HISTORICAL DATA: match 60: circular edge — market=1-1 value_flag=True on market_reconciled PMF | PRE-FIX HISTORICAL DATA: match 59: circular edge — market=2-0 value_flag=True on market_reconciled PMF | PRE-FIX HISTORICAL DATA: match 59: circular edge — market=0-0 value_flag=True on market_reconciled PMF | PRE-FIX HISTORICAL DATA: match 59: circular edge — market=1-0 value_flag=True on market_reconciled PMF | PRE-FIX HISTORICAL DATA: match 59: circular edge — market=under_1_5 value_flag=True on market_reconciled PMF | PRE-FIX HISTORICAL DATA: match 55: circular edge — market=0-1 value_flag=True on market_reconciled PMF | PRE-FIX HISTORICAL DATA: match 55: circular edge — market=1-2 value_flag=True on market_reconciled PMF | PRE-FIX HISTORICAL DATA: match 55: circular edge — market=1-1 value_flag=True on market_reconciled PMF | PRE-FIX HISTORICAL DATA: match 56: circular edge — market=0-1 value_flag=True on market_reconciled PMF | PRE-FIX HISTORICAL DATA: match 57: circular edge — market=0-1 value_flag=True on market_reconciled PMF | PRE-FIX HISTORICAL DATA: match 57: circular edge — market=0-3 value_flag=True on market_reconciled PMF | PRE-FIX HISTORICAL DATA: match 57: circular edge — market=0-2 value_flag=True on market_reconciled PMF | PRE-FIX HISTORICAL DATA: match 58: circular edge — market=0-0 value_flag=True on market_reconciled PMF | PRE-FIX HISTORICAL DATA: match 58: circular edge — market=2-0 value_flag=True on market_reconciled PMF
2026-06-26.json,WARNINGS,6,2026-06-27T01:55:43Z,market_reconciled,,,,PRE-FIX HISTORICAL DATA: match 64: circular edge — market=0-0 value_flag=True on market_reconciled PMF | PRE-FIX HISTORICAL DATA: match 64: circular edge — market=1-1 value_flag=True on market_reconciled PMF | PRE-FIX HISTORICAL DATA: match 65: circular edge — market=2-0 value_flag=True on market_reconciled PMF | PRE-FIX HISTORICAL DATA: match 65: circular edge — market=under_1_5 value_flag=True on market_reconciled PMF | PRE-FIX HISTORICAL DATA: match 66: circular edge — market=0-3 value_flag=True on market_reconciled PMF | PRE-FIX HISTORICAL DATA: match 66: circular edge — market=0-0 value_flag=True on market_reconciled PMF | PRE-FIX HISTORICAL DATA: match 66: circular edge — market=0-1 value_flag=True on market_reconciled PMF | PRE-FIX HISTORICAL DATA: match 66: circular edge — market=0-2 value_flag=True on market_reconciled PMF | PRE-FIX HISTORICAL DATA: match 66: circular edge — market=under_3_5 value_flag=True on market_reconciled PMF | PRE-FIX HISTORICAL DATA: match 61: circular edge — market=0-0 value_flag=True on market_reconciled PMF | PRE-FIX HISTORICAL DATA: match 61: circular edge — market=0-1 value_flag=True on market_reconciled PMF | PRE-FIX HISTORICAL DATA: match 61: circular edge — market=0-2 value_flag=True on market_reconciled PMF | PRE-FIX HISTORICAL DATA: match 61: circular edge — market=1-1 value_flag=True on market_reconciled PMF | PRE-FIX HISTORICAL DATA: match 61: circular edge — market=1-2 value_flag=True on market_reconciled PMF | PRE-FIX HISTORICAL DATA: match 62: circular edge — market=2-1 value_flag=True on market_reconciled PMF | PRE-FIX HISTORICAL DATA: match 62: circular edge — market=1-0 value_flag=True on market_reconciled PMF | PRE-FIX HISTORICAL DATA: match 62: circular edge — market=2-0 value_flag=True on market_reconciled PMF
2026-06-27.json,WARNINGS,6,2026-06-28T00:53:20Z,market_reconciled,,,,PRE-FIX HISTORICAL DATA: match 71: circular edge — market=0-1 value_flag=True on market_reconciled PMF | PRE-FIX HISTORICAL DATA: match 71: circular edge — market=1-3 value_flag=True on market_reconciled PMF | PRE-FIX HISTORICAL DATA: match 71: circular edge — market=1-2 value_flag=True on market_reconciled PMF | PRE-FIX HISTORICAL DATA: match 71: circular edge — market=0-2 value_flag=True on market_reconciled PMF | PRE-FIX HISTORICAL DATA: match 72: circular edge — market=2-0 value_flag=True on market_reconciled PMF | PRE-FIX HISTORICAL DATA: match 72: circular edge — market=0-0 value_flag=True on market_reconciled PMF | PRE-FIX HISTORICAL DATA: match 72: circular edge — market=1-0 value_flag=True on market_reconciled PMF | PRE-FIX HISTORICAL DATA: match 72: circular edge — market=under_1_5 value_flag=True on market_reconciled PMF | PRE-FIX HISTORICAL DATA: match 67: circular edge — market=1-2 value_flag=True on market_reconciled PMF | PRE-FIX HISTORICAL DATA: match 67: circular edge — market=1-3 value_flag=True on market_reconciled PMF | PRE-FIX HISTORICAL DATA: match 67: circular edge — market=1-1 value_flag=True on market_reconciled PMF | PRE-FIX HISTORICAL DATA: match 67: circular edge — market=0-1 value_flag=True on market_reconciled PMF | PRE-FIX HISTORICAL DATA: match 68: circular edge — market=0-0 value_flag=True on market_reconciled PMF | PRE-FIX HISTORICAL DATA: match 68: circular edge — market=2-0 value_flag=True on market_reconciled PMF | PRE-FIX HISTORICAL DATA: match 69: circular edge — market=0-0 value_flag=True on market_reconciled PMF | PRE-FIX HISTORICAL DATA: match 69: circular edge — market=0-1 value_flag=True on market_reconciled PMF | PRE-FIX HISTORICAL DATA: match 69: circular edge — market=1-1 value_flag=True on market_reconciled PMF | PRE-FIX HISTORICAL DATA: match 70: circular edge — market=2-1 value_flag=True on market_reconciled PMF | PRE-FIX HISTORICAL DATA: match 70: circular edge — market=1-0 value_flag=True on market_reconciled PMF
2026-06-28.json,WARNINGS,1,2026-06-28T20:51:55Z,market_reconciled,,,,PRE-FIX HISTORICAL DATA: match 146: circular edge — market=0-0 value_flag=True on market_reconciled PMF
2026-06-29.json,WARNINGS,3,2026-06-30T02:51:05Z,market_reconciled,,,,PRE-FIX HISTORICAL DATA: match 149: circular edge — market=0-0 value_flag=True on market_reconciled PMF | PRE-FIX HISTORICAL DATA: match 148: circular edge — market=0-0 value_flag=True on market_reconciled PMF | PRE-FIX HISTORICAL DATA: match 148: circular edge — market=2-0 value_flag=True on market_reconciled PMF | PRE-FIX HISTORICAL DATA: match 147: circular edge — market=0-0 value_flag=True on market_reconciled PMF
2026-06-30.json,WARNINGS,3,2026-07-01T02:42:33Z,market_reconciled,,,,PRE-FIX HISTORICAL DATA: match 152: circular edge — market=0-0 value_flag=True on market_reconciled PMF | PRE-FIX HISTORICAL DATA: match 150: circular edge — market=0-0 value_flag=True on market_reconciled PMF
2026-07-01.json,WARNINGS,3,2026-07-02T01:51:15Z,market_reconciled,,,,PRE-FIX HISTORICAL DATA: match 155: circular edge — market=2-0 value_flag=True on market_reconciled PMF | PRE-FIX HISTORICAL DATA: match 154: circular edge — market=0-0 value_flag=True on market_reconciled PMF | PRE-FIX HISTORICAL DATA: match 154: circular edge — market=2-0 value_flag=True on market_reconciled PMF | PRE-FIX HISTORICAL DATA: match 153: circular edge — market=2-0 value_flag=True on market_reconciled PMF
2026-07-02.json,WARNINGS,3,2026-07-03T04:52:20Z,market_reconciled,,,,PRE-FIX HISTORICAL DATA: match 158: circular edge — market=0-0 value_flag=True on market_reconciled PMF | PRE-FIX HISTORICAL DATA: match 157: circular edge — market=0-0 value_flag=True on market_reconciled PMF | PRE-FIX HISTORICAL DATA: match 157: circular edge — market=2-0 value_flag=True on market_reconciled PMF | PRE-FIX HISTORICAL DATA: match 157: circular edge — market=0-1 value_flag=True on market_reconciled PMF | PRE-FIX HISTORICAL DATA: match 156: circular edge — market=0-0 value_flag=True on market_reconciled PMF | PRE-FIX HISTORICAL DATA: match 156: circular edge — market=2-0 value_flag=True on market_reconciled PMF | PRE-FIX HISTORICAL DATA: match 156: circular edge — market=1-0 value_flag=True on market_reconciled PMF
2026-07-03.json,WARNINGS,3,2026-07-04T00:31:47Z,market_reconciled,,,,PRE-FIX HISTORICAL DATA: match 160: circular edge — market=2-0 value_flag=True on market_reconciled PMF | PRE-FIX HISTORICAL DATA: match 159: circular edge — market=0-0 value_flag=True on market_reconciled PMF | PRE-FIX HISTORICAL DATA: match 159: circular edge — market=1-0 value_flag=True on market_reconciled PMF
2026-07-04.json,WARNINGS,2,2026-07-04T22:54:25Z,market_reconciled,,,,PRE-FIX HISTORICAL DATA: match 163: circular edge — market=0-0 value_flag=True on market_reconciled PMF | PRE-FIX HISTORICAL DATA: match 163: circular edge — market=0-2 value_flag=True on market_reconciled PMF | PRE-FIX HISTORICAL DATA: match 163: circular edge — market=0-1 value_flag=True on market_reconciled PMF | PRE-FIX HISTORICAL DATA: match 162: circular edge — market=0-0 value_flag=True on market_reconciled PMF
2026-07-05.json,WARNINGS,2,2026-07-05T17:42:26Z,market_reconciled,,,,PRE-FIX HISTORICAL DATA: match 164: circular edge — market=0-0 value_flag=True on market_reconciled PMF | PRE-FIX HISTORICAL DATA: match 165: circular edge — market=0-0 value_flag=True on market_reconciled PMF
2026-07-06.json,WARNINGS,2,2026-07-05T17:42:26Z,market_reconciled,,,,PRE-FIX HISTORICAL DATA: match 166: circular edge — market=0-0 value_flag=True on market_reconciled PMF | PRE-FIX HISTORICAL DATA: match 167: circular edge — market=0-0 value_flag=True on market_reconciled PMF | PRE-FIX HISTORICAL DATA: match 167: circular edge — market=2-0 value_flag=True on market_reconciled PMF
2026-07-07.json,WARNINGS,2,2026-07-05T17:42:26Z,market_reconciled,,,,PRE-FIX HISTORICAL DATA: match 168: circular edge — market=0-0 value_flag=True on market_reconciled PMF | PRE-FIX HISTORICAL DATA: match 168: circular edge — market=2-0 value_flag=True on market_reconciled PMF | PRE-FIX HISTORICAL DATA: match 168: circular edge — market=1-0 value_flag=True on market_reconciled PMF | PRE-FIX HISTORICAL DATA: match 169: circular edge — market=0-0 value_flag=True on market_reconciled PMF
2026-07-09.json,WARNINGS,1,2026-07-05T17:42:26Z,market_reconciled,,,,PRE-FIX HISTORICAL DATA: match 170: circular edge — market=0-0 value_flag=True on market_reconciled PMF | PRE-FIX HISTORICAL DATA: match 170: circular edge — market=2-0 value_flag=True on market_reconciled PMF
